secCode,edinetCode,filerName,docID,docTypeCode,submitDateTime,periodStart,periodEnd,docDescription,DescriptionOfBusiness_file,DescriptionOfBusiness_length,BusinessRisks_file,BusinessRisks_length,BusinessPolicyEtc_file,BusinessPolicyEtc_length,EdinetInfo_file,EdinetInfo_length
14200,E27273,サンヨーホームズ株式会社,S100R42T,120,2023-06-26 15:10:00,2022-04-01,2023-03-31,有価証券報告書－第27期(2022/04/01－2023/03/31),/1/14200/2023/DescriptionOfBusiness,806,/1/14200/2023/BusinessRisks,5474,/1/14200/2023/BusinessPolicyEtc,2501,/1/14200/2023/EdinetInfo,992
14290,E30126,株式会社日本アクア,S100QGPT,120,2023-03-29 10:13:00,2022-01-01,2022-12-31,有価証券報告書－第19期(2022/01/01－2022/12/31),/1/14290/2023/DescriptionOfBusiness,4969,/1/14290/2023/BusinessRisks,4930,/1/14290/2023/BusinessPolicyEtc,2321,/1/14290/2023/EdinetInfo,974
14300,E31306,ファーストコーポレーション株式会社,S100RREU,120,2023-08-28 11:00:00,2022-06-01,2023-05-31,有価証券報告書－第12期(2022/06/01－2023/05/31),/1/14300/2023/DescriptionOfBusiness,1835,/1/14300/2023/BusinessRisks,5364,/1/14300/2023/BusinessPolicyEtc,2532,/1/14300/2023/EdinetInfo,1022
14310,E31614,株式会社Ｌｉｂ　Ｗｏｒｋ,S100RXAP,120,2023-09-29 09:54:00,2022-07-01,2023-06-30,有価証券報告書－第26期(2022/07/01－2023/06/30),/1/14310/2023/DescriptionOfBusiness,2046,/1/14310/2023/BusinessRisks,5547,/1/14310/2023/BusinessPolicyEtc,3793,/1/14310/2023/EdinetInfo,992
14330,E31731,ベステラ株式会社,S100QO52,120,2023-04-28 14:06:00,2022-02-01,2023-01-31,有価証券報告書－第50期(2022/02/01－2023/01/31),/1/14330/2023/DescriptionOfBusiness,3191,/1/14330/2023/BusinessRisks,4182,/1/14330/2023/BusinessPolicyEtc,2896,/1/14330/2023/EdinetInfo,968
14340,E31741,ＪＥＳＣＯホールディングス株式会社,S100SCKR,120,2023-11-28 14:55:00,2022-09-01,2023-08-31,有価証券報告書－第54期(2022/09/01－2023/08/31),/1/14340/2023/DescriptionOfBusiness,4392,/1/14340/2023/BusinessRisks,4128,/1/14340/2023/BusinessPolicyEtc,3370,/1/14340/2023/EdinetInfo,1022
14350,E31925,株式会社Ｒｏｂｏｔ　Ｈｏｍｅ,S100QI28,120,2023-03-30 13:29:00,2022-01-01,2022-12-31,有価証券報告書－第17期(2022/01/01－2022/12/31),/1/14350/2023/DescriptionOfBusiness,898,/1/14350/2023/BusinessRisks,4724,/1/14350/2023/BusinessPolicyEtc,2856,/1/14350/2023/EdinetInfo,1004
14360,E32163,株式会社フィット,S100RH1N,120,2023-07-28 11:34:00,2022-05-01,2023-04-30,有価証券報告書－第15期(2022/05/01－2023/04/30),/1/14360/2023/DescriptionOfBusiness,1128,/1/14360/2023/BusinessRisks,2953,/1/14360/2023/BusinessPolicyEtc,3073,/1/14360/2023/EdinetInfo,968
14380,E32682,株式会社岐阜造園,S100SJWK,120,2023-12-27 16:00:00,2022-10-01,2023-09-30,有価証券報告書－第58期(2022/10/01－2023/09/30),/1/14380/2023/DescriptionOfBusiness,2727,/1/14380/2023/BusinessRisks,1984,/1/14380/2023/BusinessPolicyEtc,3572,/1/14380/2023/EdinetInfo,968
14390,E32906,株式会社安江工務店,S100QHAF,120,2023-03-30 15:32:00,2022-01-01,2022-12-31,有価証券報告書－第48期(2022/01/01－2022/12/31),/1/14390/2023/DescriptionOfBusiness,2288,/1/14390/2023/BusinessRisks,9220,/1/14390/2023/BusinessPolicyEtc,2530,/1/14390/2023/EdinetInfo,974
14430,E33535,技研ホールディングス株式会社,S100R3SM,120,2023-06-26 15:12:00,2022-04-01,2023-03-31,有価証券報告書－第6期(2022/04/01－2023/03/31),/1/14430/2023/DescriptionOfBusiness,784,/1/14430/2023/BusinessRisks,1428,/1/14430/2023/BusinessPolicyEtc,2009,/1/14430/2023/EdinetInfo,1003
14440,E33910,株式会社ニッソウ,S100S3FO,120,2023-10-31 15:30:00,2022-08-01,2023-07-31,有価証券報告書－第35期(2022/08/01－2023/07/31),/1/14440/2023/DescriptionOfBusiness,1723,/1/14440/2023/BusinessRisks,4743,/1/14440/2023/BusinessPolicyEtc,2325,/1/14440/2023/EdinetInfo,968
14460,E34095,株式会社キャンディル,S100SIN9,120,2023-12-22 15:01:00,2022-10-01,2023-09-30,有価証券報告書－第10期(2022/10/01－2023/09/30),/1/14460/2023/DescriptionOfBusiness,4404,/1/14460/2023/BusinessRisks,3995,/1/14460/2023/BusinessPolicyEtc,1881,/1/14460/2023/EdinetInfo,980
14470,E34165,ＩＴｂｏｏｋホールディングス株式会社,S100RSGH,120,2023-08-31 17:00:00,2022-04-01,2023-03-31,有価証券報告書－第5期(2022/04/01－2023/03/31),/1/14470/2023/DescriptionOfBusiness,895,/1/14470/2023/BusinessRisks,4046,/1/14470/2023/BusinessPolicyEtc,8929,/1/14470/2023/EdinetInfo,1027
14490,E34471,株式会社ＦＵＪＩジャパン,S100QI2J,120,2023-03-30 14:56:00,2022-01-01,2022-12-31,有価証券報告書－第18期(2022/01/01－2022/12/31),/1/14490/2023/DescriptionOfBusiness,2868,/1/14490/2023/BusinessRisks,3281,/1/14490/2023/BusinessPolicyEtc,3311,/1/14490/2023/EdinetInfo,992
14500,E34486,田中建設工業株式会社,S100RAKN,120,2023-06-30 11:25:00,2022-04-01,2023-03-31,有価証券報告書－第42期(2022/04/01－2023/03/31),/1/14500/2023/DescriptionOfBusiness,570,/1/14500/2023/BusinessRisks,3794,/1/14500/2023/BusinessPolicyEtc,3156,/1/14500/2023/EdinetInfo,980
14510,E34679,株式会社ＫＨＣ,S100R0TV,120,2023-06-22 13:00:00,2022-04-01,2023-03-31,有価証券報告書－第42期(2022/04/01－2023/03/31),/1/14510/2023/DescriptionOfBusiness,7697,/1/14510/2023/BusinessRisks,6199,/1/14510/2023/BusinessPolicyEtc,4090,/1/14510/2023/EdinetInfo,962
14910,E00027,中外鉱業株式会社,S100RAU8,120,2023-06-30 14:21:00,2022-04-01,2023-03-31,有価証券報告書－第131期(2022/04/01－2023/03/31),/1/14910/2023/DescriptionOfBusiness,423,/1/14910/2023/BusinessRisks,1307,/1/14910/2023/BusinessPolicyEtc,1922,/1/14910/2023/EdinetInfo,970
15140,E21342,住石ホールディングス株式会社,S100R87R,120,2023-06-29 13:23:00,2022-04-01,2023-03-31,有価証券報告書－第15期(2022/04/01－2023/03/31),/1/15140/2023/DescriptionOfBusiness,604,/1/15140/2023/BusinessRisks,1086,/1/15140/2023/BusinessPolicyEtc,869,/1/15140/2023/EdinetInfo,1004
15150,E00036,日鉄鉱業株式会社,S100R8RE,120,2023-06-29 15:29:00,2022-04-01,2023-03-31,有価証券報告書－第109期(2022/04/01－2023/03/31),/1/15150/2023/DescriptionOfBusiness,1417,/1/15150/2023/BusinessRisks,6096,/1/15150/2023/BusinessPolicyEtc,2453,/1/15150/2023/EdinetInfo,970
15180,E00037,三井松島ホールディングス株式会社,S100QYB8,120,2023-06-19 11:22:00,2022-04-01,2023-03-31,有価証券報告書－第167期(2022/04/01－2023/03/31),/1/15180/2023/DescriptionOfBusiness,3152,/1/15180/2023/BusinessRisks,870,/1/15180/2023/BusinessPolicyEtc,4952,/1/15180/2023/EdinetInfo,1017
16050,E00043,株式会社ＩＮＰＥＸ,S100QH2B,120,2023-03-29 13:06:00,2022-01-01,2022-12-31,有価証券報告書－第17期(2022/01/01－2022/12/31),/1/16050/2023/DescriptionOfBusiness,10276,/1/16050/2023/BusinessRisks,19034,/1/16050/2023/BusinessPolicyEtc,6700,/1/16050/2023/EdinetInfo,974
16620,E00041,石油資源開発株式会社,S100R3GX,120,2023-06-27 16:15:00,2022-04-01,2023-03-31,有価証券報告書－第53期(2022/04/01－2023/03/31),/1/16620/2023/DescriptionOfBusiness,1947,/1/16620/2023/BusinessRisks,9046,/1/16620/2023/BusinessPolicyEtc,3524,/1/16620/2023/EdinetInfo,981
16630,E30048,Ｋ＆Ｏエナジーグループ株式会社,S100QHCE,120,2023-03-29 10:46:00,2022-01-01,2022-12-31,有価証券報告書－第9期(2022/01/01－2022/12/31),/1/16630/2023/DescriptionOfBusiness,843,/1/16630/2023/BusinessRisks,3237,/1/16630/2023/BusinessPolicyEtc,2837,/1/16630/2023/EdinetInfo,1009
17110,E05452,株式会社ＳＤＳホールディングス,S100RADQ,120,2023-06-30 09:44:00,2022-04-01,2023-03-31,有価証券報告書－第38期(2022/04/01－2023/03/31),/1/17110/2023/DescriptionOfBusiness,327,/1/17110/2023/BusinessRisks,5764,/1/17110/2023/BusinessPolicyEtc,1037,/1/17110/2023/EdinetInfo,1010
17120,E05444,株式会社ダイセキ環境ソリューション,S100QT6G,120,2023-05-25 09:36:00,2022-03-01,2023-02-28,有価証券報告書－第27期(2022/03/01－2023/02/28),/1/17120/2023/DescriptionOfBusiness,1798,/1/17120/2023/BusinessRisks,4042,/1/17120/2023/BusinessPolicyEtc,2459,/1/17120/2023/EdinetInfo,1022
17160,E00320,第一カッター興業株式会社,S100RXIU,120,2023-09-28 13:02:00,2022-07-01,2023-06-30,有価証券報告書－第56期(2022/07/01－2023/06/30),/1/17160/2023/DescriptionOfBusiness,2465,/1/17160/2023/BusinessRisks,3276,/1/17160/2023/BusinessPolicyEtc,4353,/1/17160/2023/EdinetInfo,992
17170,E05377,明豊ファシリティワークス株式会社,S100R32X,120,2023-06-23 15:38:00,2022-04-01,2023-03-31,有価証券報告書－第43期(2022/04/01－2023/03/31),/1/17170/2023/DescriptionOfBusiness,3753,/1/17170/2023/BusinessRisks,2973,/1/17170/2023/BusinessPolicyEtc,1778,/1/17170/2023/EdinetInfo,1017
17180,E00315,美樹工業株式会社,S100QFT3,120,2023-03-24 09:08:00,2022-01-01,2022-12-31,有価証券報告書－第61期(2022/01/01－2022/12/31),/1/17180/2023/DescriptionOfBusiness,1246,/1/17180/2023/BusinessRisks,1237,/1/17180/2023/BusinessPolicyEtc,1472,/1/17180/2023/EdinetInfo,967
17190,E00317,株式会社安藤・間,S100R8S4,120,2023-06-29 16:06:00,2022-04-01,2023-03-31,有価証券報告書－第10期(2022/04/01－2023/03/31),/1/17190/2023/DescriptionOfBusiness,365,/1/17190/2023/BusinessRisks,4137,/1/17190/2023/BusinessPolicyEtc,2024,/1/17190/2023/EdinetInfo,983
17200,E00316,東急建設株式会社,S100R6UJ,120,2023-06-28 16:34:00,2022-04-01,2023-03-31,有価証券報告書－第20期(2022/04/01－2023/03/31),/1/17200/2023/DescriptionOfBusiness,1206,/1/17200/2023/BusinessRisks,1993,/1/17200/2023/BusinessPolicyEtc,1915,/1/17200/2023/EdinetInfo,969
17210,E00322,コムシスホールディングス株式会社,S100R32B,120,2023-06-29 15:10:00,2022-04-01,2023-03-31,有価証券報告書－第20期(2022/04/01－2023/03/31),/1/17210/2023/DescriptionOfBusiness,339,/1/17210/2023/BusinessRisks,1452,/1/17210/2023/BusinessPolicyEtc,1815,/1/17210/2023/EdinetInfo,1017
17230,E00313,日本電技株式会社,S100R6II,120,2023-06-29 10:22:00,2022-04-01,2023-03-31,有価証券報告書－第64期(2022/04/01－2023/03/31),/1/17230/2023/DescriptionOfBusiness,858,/1/17230/2023/BusinessRisks,2954,/1/17230/2023/BusinessPolicyEtc,2968,/1/17230/2023/EdinetInfo,968
17240,E05326,シンクレイヤ株式会社,S100QI8D,120,2023-03-31 13:06:00,2022-01-01,2022-12-31,有価証券報告書－第61期(2022/01/01－2022/12/31),/1/17240/2023/DescriptionOfBusiness,1741,/1/17240/2023/BusinessRisks,5010,/1/17240/2023/BusinessPolicyEtc,2476,/1/17240/2023/EdinetInfo,980
17260,E00312,株式会社ビーアールホールディングス,S100QY0V,120,2023-06-19 09:24:00,2022-04-01,2023-03-31,有価証券報告書－第21期(2022/04/01－2023/03/31),/1/17260/2023/DescriptionOfBusiness,676,/1/17260/2023/BusinessRisks,2214,/1/17260/2023/BusinessPolicyEtc,5506,/1/17260/2023/EdinetInfo,1021
17300,E00308,麻生フオームクリート株式会社,S100R6I9,120,2023-06-27 16:02:00,2022-04-01,2023-03-31,有価証券報告書－第62期(2022/04/01－2023/03/31),/1/17300/2023/DescriptionOfBusiness,2450,/1/17300/2023/BusinessRisks,1645,/1/17300/2023/BusinessPolicyEtc,2736,/1/17300/2023/EdinetInfo,1005
17340,E00306,株式会社北弘電社,S100R8K7,120,2023-06-29 15:45:00,2022-04-01,2023-03-31,有価証券報告書－第73期(2022/04/01－2023/03/31),/1/17340/2023/DescriptionOfBusiness,894,/1/17340/2023/BusinessRisks,1826,/1/17340/2023/BusinessPolicyEtc,3622,/1/17340/2023/EdinetInfo,969
17360,E00304,株式会社　オーテック,S100QXFG,120,2023-06-29 15:25:00,2022-04-01,2023-03-31,有価証券報告書－第75期(2022/04/01－2023/03/31),/1/17360/2023/DescriptionOfBusiness,1082,/1/17360/2023/BusinessRisks,2588,/1/17360/2023/BusinessPolicyEtc,3067,/1/17360/2023/EdinetInfo,981
17380,E05065,株式会社ニットー,S100QY7S,120,2023-06-19 11:13:00,2022-04-01,2023-03-31,有価証券報告書－第50期(2022/04/01－2023/03/31),/1/17380/2023/DescriptionOfBusiness,610,/1/17380/2023/BusinessRisks,2515,/1/17380/2023/BusinessPolicyEtc,3498,/1/17380/2023/EdinetInfo,968
17390,E00302,株式会社メルディアＤＣ,S100RUUQ,120,2023-09-19 11:37:00,2022-07-01,2023-06-30,有価証券報告書－第30期(2022/07/01－2023/06/30),/1/17390/2023/DescriptionOfBusiness,1045,/1/17390/2023/BusinessRisks,6091,/1/17390/2023/BusinessPolicyEtc,1588,/1/17390/2023/EdinetInfo,986
17430,E00299,コーアツ工業株式会社,S100SIJE,120,2023-12-21 15:46:00,2022-10-01,2023-09-30,有価証券報告書－第65期(2022/10/01－2023/09/30),/1/17430/2023/DescriptionOfBusiness,516,/1/17430/2023/BusinessRisks,1037,/1/17430/2023/BusinessPolicyEtc,1185,/1/17430/2023/EdinetInfo,980
17570,E00288,株式会社創建エース,S100R6QC,120,2023-06-28 12:06:00,2022-04-01,2023-03-31,有価証券報告書－第59期(2022/04/01－2023/03/31),/1/17570/2023/DescriptionOfBusiness,1067,/1/17570/2023/BusinessRisks,2864,/1/17570/2023/BusinessPolicyEtc,2016,/1/17570/2023/EdinetInfo,974
17580,E00287,太洋基礎工業株式会社,S100QN33,120,2023-04-24 14:53:00,2022-02-01,2023-01-31,有価証券報告書－第56期(2022/02/01－2023/01/31),/1/17580/2023/DescriptionOfBusiness,652,/1/17580/2023/BusinessRisks,1663,/1/17580/2023/BusinessPolicyEtc,2139,/1/17580/2023/EdinetInfo,980
17620,E00285,株式会社髙松コンストラクショングループ,S100QZBE,120,2023-06-22 09:42:00,2022-04-01,2023-03-31,有価証券報告書－第58期(2022/04/01－2023/03/31),/1/17620/2023/DescriptionOfBusiness,771,/1/17620/2023/BusinessRisks,2274,/1/17620/2023/BusinessPolicyEtc,1536,/1/17620/2023/EdinetInfo,1034
17640,E00282,工藤建設株式会社,S100RXVJ,120,2023-09-29 09:56:00,2022-07-01,2023-06-30,有価証券報告書－第52期(2022/07/01－2023/06/30),/1/17640/2023/DescriptionOfBusiness,507,/1/17640/2023/BusinessRisks,3209,/1/17640/2023/BusinessPolicyEtc,2102,/1/17640/2023/EdinetInfo,968
17660,E00281,東建コーポレーション株式会社,S100RH95,120,2023-07-28 10:30:00,2022-05-01,2023-04-30,有価証券報告書－第47期(2022/05/01－2023/04/30),/1/17660/2023/DescriptionOfBusiness,1945,/1/17660/2023/BusinessRisks,1849,/1/17660/2023/BusinessPolicyEtc,381,/1/17660/2023/EdinetInfo,1004
17680,E00279,株式会社ソネック,S100QZX3,120,2023-06-23 11:21:00,2022-04-01,2023-03-31,有価証券報告書－第83期(2022/04/01－2023/03/31),/1/17680/2023/DescriptionOfBusiness,744,/1/17680/2023/BusinessRisks,3580,/1/17680/2023/BusinessPolicyEtc,1069,/1/17680/2023/EdinetInfo,968
17700,E00277,藤田エンジニアリング株式会社,S100R8R6,120,2023-06-29 15:30:00,2022-04-01,2023-03-31,有価証券報告書－第60期(2022/04/01－2023/03/31),/1/17700/2023/DescriptionOfBusiness,731,/1/17700/2023/BusinessRisks,1917,/1/17700/2023/BusinessPolicyEtc,1313,/1/17700/2023/EdinetInfo,1005
17710,E00276,日本乾溜工業株式会社,S100SI30,120,2023-12-21 14:28:00,2022-10-01,2023-09-30,有価証券報告書－第86期(2022/10/01－2023/09/30),/1/17710/2023/DescriptionOfBusiness,566,/1/17710/2023/BusinessRisks,2200,/1/17710/2023/BusinessPolicyEtc,948,/1/17710/2023/EdinetInfo,980
17750,E00273,富士古河Ｅ＆Ｃ株式会社,S100R10F,120,2023-06-22 15:34:00,2022-04-01,2023-03-31,有価証券報告書－第113期(2022/04/01－2023/03/31),/1/17750/2023/DescriptionOfBusiness,776,/1/17750/2023/BusinessRisks,2013,/1/17750/2023/BusinessPolicyEtc,1796,/1/17750/2023/EdinetInfo,987
17760,E00272,三井住建道路株式会社,S100R2LS,120,2023-06-29 15:01:00,2022-04-01,2023-03-31,有価証券報告書－第76期(2022/04/01－2023/03/31),/1/17760/2023/DescriptionOfBusiness,370,/1/17760/2023/BusinessRisks,1114,/1/17760/2023/BusinessPolicyEtc,1031,/1/17760/2023/EdinetInfo,981
17770,E00271,川崎設備工業株式会社,S100R7SI,120,2023-06-29 11:06:00,2022-04-01,2023-03-31,有価証券報告書－第96期(2022/04/01－2023/03/31),/1/17770/2023/DescriptionOfBusiness,349,/1/17770/2023/BusinessRisks,1734,/1/17770/2023/BusinessPolicyEtc,1524,/1/17770/2023/EdinetInfo,980
17800,E00268,株式会社　ヤマウラ,S100RHKW,120,2023-07-31 14:04:00,2022-04-01,2023-03-31,有価証券報告書－第64期(2022/04/01－2023/03/31),/1/17800/2023/DescriptionOfBusiness,996,/1/17800/2023/BusinessRisks,2629,/1/17800/2023/BusinessPolicyEtc,3075,/1/17800/2023/EdinetInfo,974
17830,E00263,株式会社アジアゲートホールディングス,S100SJVK,120,2023-12-27 16:26:00,2022-10-01,2023-09-30,有価証券報告書－第78期(2022/10/01－2023/09/30),/1/17830/2023/DescriptionOfBusiness,368,/1/17830/2023/BusinessRisks,1878,/1/17830/2023/BusinessPolicyEtc,1598,/1/17830/2023/EdinetInfo,1028
17860,E36102,オリエンタル白石株式会社,S100R0FO,120,2023-06-23 14:17:00,2022-04-01,2023-03-31,有価証券報告書－第72期(2022/04/01－2023/03/31),/1/17860/2023/DescriptionOfBusiness,1006,/1/17860/2023/BusinessRisks,2427,/1/17860/2023/BusinessPolicyEtc,2935,/1/17860/2023/EdinetInfo,992
17870,E00260,株式会社ナカボーテック,S100R7VN,120,2023-06-30 09:01:00,2022-04-01,2023-03-31,有価証券報告書－第80期(2022/04/01－2023/03/31),/1/17870/2023/DescriptionOfBusiness,4470,/1/17870/2023/BusinessRisks,1242,/1/17870/2023/BusinessPolicyEtc,722,/1/17870/2023/EdinetInfo,985
17880,E00259,株式会社三東工業社,S100RWFB,120,2023-09-25 10:34:00,2022-07-01,2023-06-30,有価証券報告書－第69期(2022/07/01－2023/06/30),/1/17880/2023/DescriptionOfBusiness,852,/1/17880/2023/BusinessRisks,1415,/1/17880/2023/BusinessPolicyEtc,1627,/1/17880/2023/EdinetInfo,974
17890,E00258,株式会社ＥＴＳホールディングス,S100SHU3,120,2023-12-26 15:07:00,2022-10-01,2023-09-30,有価証券報告書－第108期(2022/10/01－2023/09/30),/1/17890/2023/DescriptionOfBusiness,598,/1/17890/2023/BusinessRisks,1826,/1/17890/2023/BusinessPolicyEtc,1222,/1/17890/2023/EdinetInfo,1011
17930,E00255,株式会社大本組,S100R66M,120,2023-06-28 09:04:00,2022-04-01,2023-03-31,有価証券報告書－第86期(2022/04/01－2023/03/31),/1/17930/2023/DescriptionOfBusiness,363,/1/17930/2023/BusinessRisks,2981,/1/17930/2023/BusinessPolicyEtc,2475,/1/17930/2023/EdinetInfo,961
17950,E00254,株式会社マサル,S100SJCS,120,2023-12-26 15:59:00,2022-10-01,2023-09-30,有価証券報告書－第68期(2022/10/01－2023/09/30),/1/17950/2023/DescriptionOfBusiness,437,/1/17950/2023/BusinessRisks,1180,/1/17950/2023/BusinessPolicyEtc,1893,/1/17950/2023/EdinetInfo,962
17980,E00251,株式会社守谷商会,S100R33Y,120,2023-06-26 10:00:00,2022-04-01,2023-03-31,有価証券報告書－第69期(2022/04/01－2023/03/31),/1/17980/2023/DescriptionOfBusiness,334,/1/17980/2023/BusinessRisks,2214,/1/17980/2023/BusinessPolicyEtc,2403,/1/17980/2023/EdinetInfo,968
17990,E00250,第一建設工業株式会社,S100R31E,120,2023-06-26 10:00:00,2022-04-01,2023-03-31,有価証券報告書－第81期(2022/04/01－2023/03/31),/1/17990/2023/DescriptionOfBusiness,371,/1/17990/2023/BusinessRisks,1433,/1/17990/2023/BusinessPolicyEtc,1560,/1/17990/2023/EdinetInfo,980
